Peak#,X,Y,Phase
2408,264,630,Tpp
2409,135,674,Tpp
2410,104,91,Tpp
2411,668,341,Tpp
2412,713,1018,Tpp
2413,197,908,Tpp
2414,450,731,Tpp
2415,540,157,Tpp
2416,148,822,Tpp
2417,827,627,Tpp
2418,155,341,Tpp
2419,631,480,Tpp
2420,181,227,Tpp
2421,931,696,Tpp
2422,502,250,Tpp
2423,879,535,Tpp
2424,220,708,Tpp
2425,1021,442,Tpp
2426,142,811,Tpp
2427,546,353,Tpp
2428,630,982,Tpp
2429,160,721,Tpp
2430,579,225,Tpp
2431,411,367,Tpp
2432,772,834,Tpp
2433,373,755,Tpp
2434,82,884,Tpp
2435,673,881,Tpp
2436,64,389,Tpp
2437,105,615,Tpp
2438,33,218,Tpp
2439,207,227,Tpp
2440,770,753,Tpp
2441,405,973,Tpp
2442,841,188,Tpp
2443,862,338,Tpp
2444,297,617,Tpp
2445,791,399,Tpp
2446,475,42,Tpp
2447,926,60,Tpp
2448,591,637,Tpp
2449,169,860,Tpp
2450,773,432,Tpp
2451,269,917,Tpp
2452,521,422,Tpp
2453,267,1004,Tpp
2454,406,490,Tpp
2455,740,213,Tpp
2456,507,355,Tpp
2457,148,330,Tpp
2458,656,132,Tpp
2459,468,676,Tpp
2460,412,319,Tpp
2461,862,453,Tpp
2462,353,745,Tpp
2463,296,686,Tpp
2464,742,444,Tpp
2465,280,894,Tpp
2466,662,973,Tpp
2467,590,592,Tpp
2468,298,480,Tpp
2469,78,731,Tpp
2470,451,343,Tpp
2471,404,8,Tpp
2472,218,835,Tpp
2473,534,446,Tpp
2474,77,435,Tpp
2475,636,906,Tpp
2476,700,238,Tpp
2477,649,491,Tpp
2478,360,43,Tpp
2479,365,583,Tpp
2480,194,812,Tpp
2481,900,682,Tpp
2482,920,167,Tpp
2483,4,593,Tpp
2484,610,673,Tpp
2485,809,39,Tpp
2486,327,379,Tpp
2487,682,523,Tpp
2488,174,285,Tpp
2489,963,476,Tpp
2490,571,674,Tpp
2491,250,653,Tpp
2492,53,835,Tpp
2493,17,707,Tpp
2494,746,223,Tpp
2495,220,548,Tpp
2496,630,318,Tpp
2497,509,721,Tpp
2498,406,674,Tpp
2499,738,376,Tpp
2500,969,397,Tpp
2501,799,362,Tpp
2502,578,616,Tpp
2503,15,834,Tpp
2504,346,776,Tpp
2505,707,411,Tpp
2506,822,569,Tpp
2507,83,35,Tpp
2508,455,424,Tpp
2509,213,401,Tpp
2510,827,558,Tpp
2511,431,513,Tpp
2512,580,63,Tpp
2513,232,320,Tpp
2514,701,144,Tpp
2515,571,354,Tpp
2516,52,983,Tpp
2517,895,844,Tpp
2518,669,365,Tpp
2519,546,446,Tpp
2520,753,144,Tpp
2521,14,91,Tpp
2522,849,408,Tpp
2523,64,228,Tpp
2524,963,614,Tpp
2525,357,870,Tpp
2526,51,525,Tpp
2527,412,570,Tpp
2528,26,67,Tpp
2529,451,179,Tpp
2530,90,320,Tpp
2531,226,263,Tpp
2532,411,547,Tpp
2533,328,402,Tpp
2534,597,720,Tpp
2535,162,675,Tpp
2536,1015,428,Tpp
2537,186,583,Tpp
2538,926,222,Tpp
2539,841,144,Tpp
2540,832,797,Tpp
2541,1008,605,Tpp
2542,784,154,Tpp
2543,135,721,Tpp
2544,258,342,Tpp
2545,823,315,Tpp
2546,1001,590,Tpp
2547,462,545,Tpp
2548,713,995,Tpp
2549,791,466,Tpp
2550,392,652,Tpp
2551,713,330,Tpp
2552,981,950,Tpp
2553,406,468,Tpp
2554,375,479,Tpp
2555,405,445,Tpp
2556,52,661,Tpp
2557,983,326,Tpp
2558,911,960,Tpp
2559,862,84,Tpp
2560,552,364,Tpp
2561,572,239,Tpp
2562,738,742,Tpp
2563,843,29,Tpp
2564,791,421,Tpp
2565,515,319,Tpp
2566,888,154,Tpp
2567,210,769,Tpp
2568,406,513,Tpp
2569,824,177,Tpp
2570,259,664,Tpp
2571,855,397,Tpp
2572,906,696,Tpp
2573,572,492,Tpp
2574,21,697,Tpp
2575,1001,336,Tpp
2576,290,492,Tpp
2577,193,837,Tpp
2578,96,104,Tpp
2579,34,103,Tpp
2580,572,950,Tpp
2581,476,133,Tpp
2582,637,238,Tpp
2583,661,192,Tpp
2584,449,273,Tpp
2585,172,1018,Tpp
2586,637,31,Tpp
2587,79,228,Tpp
2588,848,291,Tpp
2589,803,649,Tpp
2590,386,389,Tpp
2591,869,75,Tpp
2592,181,732,Tpp
2593,264,402,Tpp
2594,789,628,Tpp
2595,636,425,Tpp
2596,84,264,Tpp
2597,938,429,Tpp
2598,753,168,Tpp
2599,361,547,Tpp
2600,571,995,Tpp
2601,694,592,Tpp
2602,136,869,Tpp
2603,136,241,Tpp
2604,578,730,Tpp
2605,609,605,Tpp
2606,276,424,Tpp
2607,469,217,Tpp
2608,301,653,Tpp
2609,82,310,Tpp
2610,1,160,Tpp
2611,685,651,Tpp
2612,866,374,Tpp
2613,65,274,Tpp
2614,887,615,Tpp
2615,629,570,Tpp
2616,681,914,Tpp
2617,354,356,Tpp
2618,296,21,Tpp
2619,642,202,Tpp
2620,630,132,Tpp
2621,575,844,Tpp
2622,554,111,Tpp
2623,713,513,Tpp
2624,9,510,Tpp
2625,506,653,Tpp
2626,504,810,Tpp
2627,74,798,Tpp
2628,90,274,Tpp
2629,584,146,Tpp
2630,71,721,Tpp
2631,225,424,Tpp
2632,728,799,Tpp
2633,855,443,Tpp
2634,689,31,Tpp
2635,566,457,Tpp
2636,810,291,Tpp
2637,1011,842,Tpp
2638,931,973,Tpp
2639,309,571,Tpp
2640,566,272,Tpp
2641,475,319,Tpp
2642,379,513,Tpp
2643,443,309,Tpp
2644,996,995,Tpp
2645,681,132,Tpp
2646,226,356,Tpp
2647,867,489,Tpp
2648,129,341,Tpp
2649,886,729,Tpp
2650,8,766,Tpp
2651,431,950,Tpp
2652,791,536,Tpp
2653,904,672,Tpp
2654,958,97,Tpp
2655,400,64,Tpp
2656,392,929,Tpp
2657,100,982,Tpp
2658,202,800,Tpp
2659,1007,420,Tpp
2660,64,777,Tpp
2661,747,410,Tpp
2662,842,627,Tpp
2663,752,282,Tpp
2664,10,469,Tpp
2665,914,860,Tpp
2666,392,124,Tpp
2667,226,309,Tpp
2668,58,218,Tpp
2669,233,732,Tpp
2670,764,281,Tpp
2671,559,698,Tpp
2672,802,375,Tpp
2673,451,982,Tpp
2674,873,730,Tpp
2675,835,339,Tpp
2676,680,662,Tpp
2677,296,388,Tpp
2678,930,397,Tpp
2679,592,457,Tpp
2680,540,342,Tpp
2681,964,221,Tpp
2682,456,357,Tpp
2683,950,982,Tpp
2684,575,868,Tpp
2685,958,166,Tpp
2686,421,797,Tpp
2687,20,288,Tpp
2688,840,906,Tpp
2689,494,262,Tpp
2690,656,341,Tpp
2691,417,629,Tpp
2692,815,741,Tpp
2693,515,157,Tpp
2694,558,559,Tpp
2695,554,662,Tpp
2696,78,524,Tpp
2697,956,466,Tpp
2698,386,547,Tpp
2699,309,502,Tpp
2700,893,444,Tpp
2701,842,444,Tpp
2702,922,820,Tpp
2703,251,699,Tpp
2704,950,938,Tpp
2705,442,583,Tpp
2706,906,559,Tpp
2707,282,66,Tpp
2708,259,228,Tpp
2709,599,146,Tpp
2710,811,523,Tpp
2711,764,143,Tpp
2712,867,305,Tpp
2713,856,8,Tpp
2714,817,994,Tpp
2715,714,31,Tpp
2716,905,581,Tpp
2717,155,388,Tpp
2718,585,447,Tpp
2719,271,227,Tpp
2720,180,456,Tpp
2721,733,40,Tpp
2722,908,844,Tpp
2723,963,892,Tpp
2724,689,797,Tpp
2725,386,65,Tpp
2726,843,581,Tpp
2727,477,156,Tpp
2728,199,561,Tpp
2729,281,112,Tpp
2730,891,766,Tpp
2731,379,630,Tpp
2732,195,250,Tpp
2733,786,787,Tpp
2734,171,789,Tpp
2735,693,340,Tpp
2736,103,811,Tpp
2737,1004,175,Tpp
2738,916,328,Tpp
2739,463,87,Tpp
2740,869,52,Tpp
2741,721,223,Tpp
2742,607,787,Tpp
2743,360,479,Tpp
2744,655,1005,Tpp
2745,379,240,Tpp
2746,235,906,Tpp
2747,420,821,Tpp
2748,566,364,Tpp
2749,309,617,Tpp
2750,661,697,Tpp
2751,802,906,Tpp
2752,289,583,Tpp
2753,535,355,Tpp
2754,348,111,Tpp
2755,604,133,Tpp
2756,137,491,Tpp
2757,385,916,Tpp
2758,631,110,Tpp
2759,643,342,Tpp
2760,133,972,Tpp
2761,335,367,Tpp
2762,405,424,Tpp
2763,322,158,Tpp
2764,386,367,Tpp
2765,511,843,Tpp
2766,1007,442,Tpp
2767,656,893,Tpp
2768,579,19,Tpp
2769,16,479,Tpp
2770,944,397,Tpp
2771,766,189,Tpp
2772,956,718,Tpp
2773,129,205,Tpp
2774,490,226,Tpp
2775,612,32,Tpp
2776,754,52,Tpp
2777,456,100,Tpp
2778,309,43,Tpp
2779,73,582,Tpp
2780,520,446,Tpp
2781,830,30,Tpp
2782,854,304,Tpp
2783,919,351,Tpp
2784,40,182,Tpp
2785,930,534,Tpp
2786,668,318,Tpp
2787,552,87,Tpp
2788,880,605,Tpp
2789,91,412,Tpp
2790,810,385,Tpp
2791,322,388,Tpp
2792,481,606,Tpp
2793,181,205,Tpp
2794,256,961,None
2795,904,603,Tpp
2796,297,204,Tpp
2797,26,321,Tpp
2798,990,37,Tpp
2799,874,684,Tpp
2800,160,12,Tpp
2801,951,683,Tpp
2802,913,430,Tpp
2803,622,583,Tpp
2804,547,995,Tpp
2805,758,660,Tpp
2806,585,720,Tpp
2807,487,390,Tpp
2808,502,273,Tpp
2809,733,132,Tpp
2810,72,651,Tpp
2811,264,102,Tpp
2812,950,568,Tpp
2813,410,939,Tpp
2814,880,581,Tpp
2815,931,928,Tpp
2816,711,698,Tpp
2817,919,96,Tpp
2818,682,42,Tpp
2819,605,707,Tpp
2820,990,892,Tpp
2821,937,245,Tpp
2822,937,268,Tpp
2823,71,424,Tpp
2824,977,222,Tpp
2825,714,822,Tpp
2826,956,696,Tpp
2827,419,240,Tpp
2828,944,535,Tpp
2829,398,662,Tpp
2830,689,77,Tpp
2831,507,675,Tpp
2832,72,265,Tpp
2833,489,960,Tpp
2834,955,764,Tpp
2835,893,304,Tpp
2836,719,108,Tpp
2837,358,894,Tpp
2838,811,246,Tpp
2839,346,412,Tpp
2840,712,951,Tpp
2841,283,157,Tpp
2842,596,582,Tpp
2843,431,263,Tpp
2844,52,136,Tpp
2845,508,263,Tpp
2846,340,78,Tpp
2847,801,765,Tpp
2848,860,315,Tpp
2849,285,858,Tpp
2850,270,938,Tpp
2851,790,972,Tpp
2852,856,466,Tpp
2853,427,835,Tpp
2854,559,238,Tpp
2855,200,822,Tpp
2856,355,171,Tpp
2857,911,1005,Tpp
2858,353,333,Tpp
2859,674,994,Tpp
2860,328,676,Tpp
2861,708,456,Tpp
2862,664,798,Tpp
2863,750,905,Tpp
2864,259,413,Tpp
2865,828,490,Tpp
2866,623,354,Tpp
2867,200,264,Tpp
2868,880,673,Tpp
2869,545,309,Tpp
2870,773,499,Tpp
2871,28,252,Tpp
2872,310,639,Tpp
2873,231,709,Tpp
2874,861,268,Tpp
2875,951,544,Tpp
2876,123,653,Tpp
2877,809,267,Tpp
2878,903,649,Tpp
2879,424,456,Tpp
2880,701,490,Tpp
2881,349,812,Tpp
2882,553,249,Tpp
2883,367,446,Tpp
2884,900,268,Tpp
2885,26,298,Tpp
2886,463,412,Tpp
2887,205,778,Tpp
2888,584,944,Tpp
2889,868,7,Tpp
2890,494,422,Tpp
2891,94,1017,Tpp
2892,177,982,Tpp
2893,727,490,Tpp
2894,753,376,Tpp
2895,993,928,Tpp
2896,841,421,Tpp
2897,347,319,Tpp
2898,186,400,Tpp
2899,540,502,Tpp
2900,70,310,Tpp
2901,77,114,Tpp
2902,310,181,Tpp
2903,566,87,Tpp
2904,295,319,Tpp
2905,713,583,Tpp
2906,104,274,Tpp
2907,109,285,Tpp
2908,861,894,Tpp
2909,257,434,Tpp
2910,392,537,Tpp
2911,1019,327,Tpp
2912,59,582,Tpp
2913,321,939,Tpp
2914,527,42,Tpp
2915,290,262,Tpp
2916,785,108,Tpp
2917,528,433,Tpp
2918,527,19,Tpp
2919,143,297,Tpp
2920,611,697,Tpp
2921,877,765,Tpp
2922,386,343,Tpp
2923,701,121,Tpp
2924,578,639,Tpp
2925,514,410,Tpp
2926,718,707,Tpp
2927,10,698,Tpp
2928,470,928,Tpp
2929,302,424,Tpp
2930,949,775,Tpp
2931,4,457,Tpp
2932,637,168,Tpp
2933,747,316,Tpp
2934,278,538,Tpp
2935,434,820,Tpp
2936,248,995,Tpp
2937,502,982,Tpp
2938,425,203,Tpp
2939,220,203,Tpp
2940,484,821,Tpp
2941,957,559,Tpp
2942,437,343,Tpp
2943,451,1005,Tpp
2944,888,810,Tpp
2945,791,995,Tpp
2946,451,708,Tpp
2947,310,227,Tpp
2948,336,456,Tpp
2949,79,615,Tpp
2950,238,11,Tpp
2951,560,424,Tpp
2952,618,411,Tpp
2953,158,789,Tpp
2954,21,906,Tpp
2955,547,55,Tpp
2956,463,639,Tpp
2957,981,534,Tpp
2958,245,547,Tpp
2959,584,333,Tpp
2960,400,570,Tpp
2961,940,787,Tpp
2962,701,167,Tpp
2963,468,402,Tpp
2964,854,374,Tpp
2965,220,571,Tpp
2966,617,981,Tpp
2967,597,513,Tpp
2968,899,476,Tpp
2969,592,411,Tpp
2970,733,63,Tpp
2971,412,157,Tpp
2972,175,264,Tpp
2973,591,387,Tpp
2974,882,52,Tpp
2975,181,860,Tpp
2976,610,308,Tpp
2977,65,298,Tpp
2978,111,628,Tpp
2979,21,560,Tpp
2980,670,178,Tpp
2981,309,961,Tpp
2982,913,39,Tpp
2983,989,337,Tpp
2984,520,77,Tpp
2985,751,581,Tpp
2986,602,1005,Tpp
2987,322,479,Tpp
2988,155,812,Tpp
2989,223,102,Tpp
2990,783,893,Tpp
2991,438,961,Tpp
2992,737,559,Tpp
2993,980,906,Tpp
2994,483,216,Tpp
2995,438,810,Tpp
2996,142,342,Tpp
2997,63,0,None
2998,116,319,Tpp
2999,760,199,Tpp
3000,745,339,Tpp
3001,532,513,Tpp
3002,410,869,Tpp
3003,8,103,Tpp
3004,167,812,Tpp
3005,100,869,Tpp
3006,566,638,Tpp
3007,155,250,Tpp
3008,623,883,Tpp
3009,481,559,Tpp
3010,727,144,Tpp
3011,475,685,Tpp
3012,873,107,Tpp
3013,658,155,Tpp
3014,853,906,Tpp
3015,867,189,Tpp
3016,309,251,Tpp
3017,46,698,Tpp
3018,361,456,Tpp
3019,117,342,Tpp
3020,78,91,Tpp
3021,795,752,Tpp
3022,315,309,Tpp
3023,636,331,Tpp
3024,117,638,Tpp
3025,208,502,Tpp
3026,841,374,Tpp
3027,84,332,Tpp
3028,271,296,Tpp
3029,10,844,Tpp
3030,368,514,Tpp
3031,785,39,Tpp
3032,367,216,Tpp
3033,559,285,Tpp
3034,35,581,Tpp
3035,264,356,Tpp
3036,110,581,Tpp
3037,351,884,Tpp
3038,813,882,Tpp
3039,443,882,Tpp
3040,605,64,Tpp
3041,601,797,Tpp
3042,315,170,Tpp
3043,456,78,Tpp
3044,907,820,Tpp
3045,641,639,Tpp
3046,90,834,Tpp
3047,643,365,Tpp
3048,732,708,Tpp
3049,565,1005,Tpp
3050,66,456,Tpp
3051,829,581,Tpp
3052,426,809,Tpp
3053,918,420,Tpp
3054,40,227,Tpp
3055,355,798,Tpp
3056,335,524,Tpp
3057,52,113,Tpp
3058,823,268,Tpp
3059,595,787,Tpp
3060,469,881,Tpp
3061,527,365,Tpp
3062,785,524,Tpp
3063,982,350,Tpp
3064,117,813,Tpp
3065,683,19,Tpp
3066,206,480,Tpp
3067,757,615,Tpp
3068,590,570,Tpp
3069,661,284,Tpp
3070,83,126,Tpp
3071,387,809,Tpp
3072,778,99,Tpp
3073,273,994,Tpp
3074,754,444,Tpp
3075,98,537,Tpp
3076,412,593,Tpp
3077,853,742,Tpp
3078,501,569,Tpp
3079,983,1018,Tpp
3080,950,893,Tpp
3081,34,628,Tpp
3082,129,389,Tpp
3083,239,285,Tpp
3084,701,54,Tpp
3085,230,112,Tpp
3086,118,523,Tpp
3087,342,468,Tpp
3088,669,411,Tpp
3089,900,729,Tpp
3090,849,500,Tpp
3091,713,377,Tpp
3092,377,883,Tpp
3093,28,730,Tpp
3094,84,908,None
3095,379,287,Tpp
3096,656,387,Tpp
3097,1001,313,Tpp
3098,495,721,Tpp
3099,617,295,Tpp
3100,672,652,Tpp
3101,736,698,Tpp
3102,233,251,Tpp
3103,951,809,Tpp
3104,212,470,Tpp
3105,548,377,Tpp
3106,357,983,Tpp
3107,378,1018,Tpp
3108,532,1018,Tpp
3109,1021,257,Tpp
3110,309,342,Tpp
3111,650,424,Tpp
3112,708,247,Tpp
3113,778,8,Tpp
3114,759,363,Tpp
3115,905,742,Tpp
3116,210,907,Tpp
3117,925,592,Tpp
3118,470,169,Tpp
3119,566,502,Tpp
3120,397,343,Tpp
3121,770,982,Tpp
3122,533,100,Tpp
3123,646,628,Tpp
3124,348,388,Tpp
3125,615,661,Tpp
3126,90,389,Tpp
3127,733,834,Tpp
3128,207,548,Tpp
3129,76,251,Tpp
3130,27,137,Tpp
3131,887,982,Tpp
3132,695,178,Tpp
3133,187,149,Tpp
3134,72,401,Tpp
3135,219,640,Tpp
3136,597,308,Tpp
3137,942,373,Tpp
3138,47,424,Tpp
3139,893,627,Tpp
3140,514,295,Tpp
3141,681,753,Tpp
3142,488,546,Tpp
3143,969,351,Tpp
3144,303,537,Tpp
3145,887,663,Tpp
3146,848,155,Tpp
3147,605,433,Tpp
3148,77,775,Tpp
3149,648,308,Tpp
3150,92,502,Tpp
3151,231,388,Tpp
3152,1016,832,Tpp
3153,937,613,Tpp
3154,129,297,Tpp
3155,445,972,Tpp
3156,233,457,Tpp
3157,374,524,Tpp
3158,482,239,Tpp
3159,329,356,Tpp
3160,441,858,Tpp
3161,272,526,Tpp
3162,534,926,Tpp
3163,631,387,Tpp
3164,511,820,Tpp
3165,974,567,Tpp
3166,293,800,Tpp
3167,982,280,Tpp
3168,752,328,Tpp
3169,481,629,Tpp
3170,670,133,Tpp
3171,861,384,Tpp
3172,417,583,Tpp
3173,582,881,Tpp
3174,32,766,Tpp
3175,315,216,Tpp
3176,809,545,Tpp
3177,148,424,Tpp
3178,193,593,Tpp
3179,413,42,Tpp
3180,585,100,Tpp
3181,993,511,Tpp
3182,81,478,Tpp
3183,329,264,Tpp
3184,232,662,Tpp
3185,779,844,Tpp
3186,188,561,Tpp
3187,373,412,Tpp
3188,129,811,Tpp
3189,701,31,Tpp
3190,488,19,Tpp
3191,494,535,Tpp
3192,272,434,Tpp
3193,45,149,Tpp
3194,925,937,Tpp
3195,950,198,Tpp
3196,591,1006,Tpp
3197,347,686,Tpp
3198,688,214,Tpp
3199,726,822,Tpp
3200,946,29,Tpp
3201,1019,880,Tpp
3202,271,641,Tpp
3203,702,192,Tpp
3204,783,982,Tpp
3205,239,355,Tpp
3206,456,629,Tpp
3207,481,379,Tpp
3208,412,88,Tpp
3209,508,147,Tpp
3210,817,466,Tpp
3211,341,606,Tpp
3212,495,698,Tpp
3213,991,107,Tpp
3214,797,385,Tpp
3215,276,653,Tpp
3216,863,787,Tpp
3217,342,424,Tpp
3218,558,514,Tpp
3219,174,560,Tpp
3220,265,824,Tpp
3221,540,914,Tpp
3222,257,20,Tpp
3223,851,765,Tpp
3224,618,109,Tpp
3225,376,859,Tpp
3226,969,581,Tpp
3227,541,708,Tpp
3228,701,260,Tpp
3229,225,33,Tpp
3230,174,378,Tpp
3231,566,914,Tpp
3232,415,835,Tpp
3233,411,478,Tpp
3234,406,78,Tpp
3235,456,767,Tpp
3236,541,411,Tpp
3237,321,983,Tpp
3238,335,593,Tpp
3239,268,894,Tpp
3240,239,653,Tpp
3241,841,466,Tpp
3242,854,536,Tpp
3243,489,203,Tpp
3244,939,290,Tpp
3245,175,446,Tpp
3246,758,834,Tpp
3247,652,869,Tpp
3248,315,744,Tpp
3249,340,583,Tpp
3250,649,400,Tpp
3251,937,407,Tpp
3252,921,28,Tpp
3253,848,917,Tpp
3254,469,995,Tpp
3255,71,767,Tpp
3256,976,267,Tpp
3257,743,776,Tpp
3258,656,752,Tpp
3259,98,698,Tpp
3260,490,156,Tpp
3261,566,134,Tpp
3262,444,698,Tpp
3263,584,469,Tpp
3264,482,972,Tpp
3265,214,870,Tpp
3266,148,287,Tpp
3267,72,605,Tpp
3268,600,821,Tpp
3269,623,307,Tpp
3270,530,858,Tpp
3271,652,638,Tpp
3272,96,264,Tpp
3273,559,721,Tpp
3274,797,178,Tpp
3275,264,263,Tpp
3276,476,523,Tpp
3277,130,708,Tpp
3278,900,361,Tpp
3279,792,821,Tpp
3280,349,342,Tpp
3281,218,89,Tpp
3282,928,39,Tpp
3283,181,812,Tpp
3284,768,444,Tpp
3285,547,214,Tpp
3286,161,538,Tpp
3287,361,524,Tpp
3288,494,653,Tpp
3289,321,639,Tpp
3290,289,378,Tpp
3291,310,134,Tpp
3292,135,332,Tpp
3293,67,662,Tpp
3294,28,569,Tpp
3295,470,100,Tpp
3296,300,1017,Tpp
3297,418,446,Tpp
3298,242,892,Tpp
3299,34,445,Tpp
3300,7,951,Tpp
3301,868,121,Tpp
3302,310,273,Tpp
3303,180,341,Tpp
3304,404,379,Tpp
3305,598,401,Tpp
3306,687,742,Tpp
3307,815,928,Tpp
3308,519,605,Tpp
3309,180,434,Tpp
3310,21,537,Tpp
3311,187,263,Tpp
3312,341,170,Tpp
3313,122,171,Tpp
3314,1023,119,Tpp
3315,585,377,Tpp
3316,758,500,Tpp
3317,380,356,Tpp
3318,765,513,Tpp
3319,711,605,Tpp
3320,759,270,Tpp
3321,533,493,Tpp
3322,264,583,Tpp
3323,818,820,Tpp
3324,659,652,Tpp
3325,130,433,Tpp
3326,532,652,Tpp
3327,917,1016,Tpp
3328,880,190,Tpp
3329,624,214,Tpp
3330,862,568,Tpp
3331,943,695,Tpp
3332,45,380,Tpp
3333,168,434,Tpp
3334,488,65,Tpp
3335,944,211,Tpp
3336,733,109,Tpp
3337,540,982,Tpp
3338,560,124,Tpp
3339,789,581,Tpp
3340,829,951,Tpp
3341,238,57,Tpp
3342,566,248,Tpp
3343,194,273,Tpp
3344,861,752,Tpp
3345,367,537,Tpp
3346,729,869,Tpp
3347,720,433,Tpp
3348,326,767,Tpp
3349,418,652,Tpp
3350,355,446,Tpp
3351,508,239,Tpp
3352,815,581,Tpp
3353,1001,544,Tpp
3354,566,388,Tpp
3355,84,744,Tpp
3356,289,630,Tpp
3357,954,397,Tpp
3358,508,32,Tpp
3359,65,136,Tpp
3360,125,628,Tpp
3361,636,720,Tpp
3362,270,21,Tpp
3363,668,753,Tpp
3364,259,548,Tpp
3365,1012,406,Tpp
3366,386,523,Tpp
3367,688,238,Tpp
3368,109,744,Tpp
3369,272,570,Tpp
3370,930,765,Tpp
3371,643,591,Tpp
3372,809,1004,Tpp
3373,8,311,Tpp
3374,718,661,Tpp
3375,327,193,Tpp
3376,15,593,Tpp
3377,213,537,Tpp
3378,424,684,Tpp
3379,643,434,Tpp
3380,931,994,Tpp
3381,455,652,Tpp
3382,431,972,Tpp
3383,676,424,Tpp
3384,579,707,Tpp
3385,399,203,Tpp
3386,410,983,Tpp
3387,110,264,Tpp
3388,406,32,Tpp
3389,1013,959,Tpp
3390,527,708,Tpp
3391,770,916,Tpp
3392,926,155,Tpp
3393,967,15,Tpp
3394,790,189,Tpp
3395,912,916,Tpp
3396,811,17,Tpp
3397,125,491,Tpp
3398,676,822,Tpp
3399,457,950,Tpp
3400,334,65,Tpp
3401,573,401,Tpp
3402,934,797,Tpp
3403,328,425,Tpp
3404,90,297,Tpp
3405,342,699,Tpp
3406,322,458,Tpp
3407,14,983,Tpp
3408,780,466,Tpp
3409,1,251,Tpp
3410,546,33,Tpp
3411,598,168,Tpp
3412,815,972,Tpp
3413,20,744,Tpp
3414,62,489,Tpp
3415,337,787,Tpp
3416,612,950,Tpp
3417,810,982,Tpp
3418,664,77,Tpp
3419,188,675,Tpp
3420,463,960,Tpp
3421,131,479,Tpp
3422,224,148,Tpp
3423,758,247,Tpp
3424,149,561,Tpp
3425,60,537,Tpp
3426,187,492,Tpp
3427,633,605,Tpp
3428,708,131,Tpp
3429,329,846,Tpp
3430,876,662,Tpp
3431,656,295,Tpp
3432,893,351,Tpp
3433,230,158,Tpp
3434,74,513,Tpp
3435,261,882,Tpp
3436,41,684,Tpp
3437,866,994,Tpp
3438,676,1017,Tpp
3439,966,786,Tpp
3440,624,845,Tpp
3441,615,869,Tpp
3442,438,546,Tpp
3443,823,960,Tpp
3444,10,422,Tpp
3445,630,835,Tpp
3446,444,514,Tpp
3447,810,361,Tpp
3448,476,226,Tpp
3449,150,798,Tpp
3450,311,836,Tpp
3451,27,916,Tpp
3452,670,858,Tpp
3453,308,434,Tpp
3454,245,457,Tpp
3455,129,860,Tpp
3456,822,199,Tpp
3457,560,215,Tpp
3458,334,709,Tpp
3459,917,995,Tpp
3460,99,469,Tpp
3461,528,295,Tpp
3462,175,218,Tpp
3463,179,21,Tpp
3464,764,973,Tpp
3465,539,388,Tpp
3466,148,149,Tpp
3467,610,331,Tpp
3468,488,343,Tpp
3469,247,882,Tpp
3470,578,570,Tpp
3471,378,606,Tpp
3472,800,883,Tpp
3473,657,19,Tpp
3474,251,241,Tpp
3475,301,607,Tpp
3476,348,478,Tpp
3477,464,273,Tpp
3478,977,176,Tpp
3479,332,893,Tpp
3480,565,479,Tpp
3481,328,241,Tpp
3482,259,836,Tpp
3483,284,342,Tpp
3484,862,476,Tpp
3485,663,32,Tpp
3486,785,267,Tpp
3487,573,697,Tpp
3488,270,180,Tpp
3489,621,652,Tpp
3490,888,568,Tpp
3491,450,435,Tpp
3492,643,547,Tpp
3493,710,883,Tpp
3494,775,882,Tpp
3495,404,606,Tpp
3496,722,455,Tpp
3497,501,730,Tpp
3498,476,754,Tpp
3499,610,191,Tpp
3500,457,926,Tpp
3501,647,765,Tpp
3502,400,111,Tpp
3503,958,189,Tpp
3504,53,707,Tpp
3505,325,858,Tpp
3506,796,684,Tpp
3507,567,833,Tpp
3508,232,836,Tpp
3509,534,423,Tpp
3510,771,62,Tpp
3511,117,685,Tpp
3512,265,193,Tpp
3513,43,501,Tpp
3514,53,182,Tpp
3515,619,42,Tpp
3516,605,224,Tpp
3517,207,570,Tpp
3518,812,859,Tpp
3519,726,537,Tpp
3520,648,905,Tpp
3521,1015,244,Tpp
3522,195,709,Tpp
3523,328,469,Tpp
3524,662,424,Tpp
3525,940,38,Tpp
3526,700,99,Tpp
3527,672,628,Tpp
3528,658,810,Tpp
3529,731,616,Tpp
3530,944,626,Tpp
3531,137,468,Tpp
3532,887,453,Tpp
3533,90,205,Tpp
3534,565,295,Tpp
3535,759,154,Tpp
3536,308,204,Tpp
3537,169,525,Tpp
3538,817,1017,Tpp
3539,612,77,Tpp
3540,238,493,Tpp
3541,906,443,Tpp
3542,372,1004,Tpp
3543,418,169,Tpp
3544,128,21,Tpp
3545,321,547,Tpp
3546,373,42,Tpp
3547,616,639,Tpp
3548,29,456,Tpp
3549,99,798,Tpp
3550,380,332,Tpp
3551,83,287,Tpp
3552,406,262,Tpp
3553,546,492,Tpp
3554,431,467,Tpp
3555,468,582,Tpp
3556,1018,105,Tpp
3557,918,189,Tpp
3558,688,972,Tpp
3559,886,268,Tpp
3560,134,12,Tpp
3561,547,145,Tpp
3562,654,662,Tpp
3563,527,662,Tpp
3564,863,809,Tpp
3565,237,1018,Tpp
3566,336,227,Tpp
3567,917,696,Tpp
3568,989,1005,Tpp
3569,1020,558,Tpp
